,text,lsvc,knn,mnb,lsvc_bin,knn_bin,mnb_bin,entities,candidate,dic_rounded,media_tri,media_bin,total
22,"RT @JFCros: Marine Le Pen ""a manqué de hauteur"" , selon Jean-Marie Le Pen... Et Dieu sait s'il a l'oeil !!! #LePen #2017LeDébat  ",2,2,0,0,0,0,"Marine Le Pen,#LePen",LePen,0,1,0,0
23,La pitoyable défense par le mensonge de @MLP_officiel au #GrandDebat #2017LeDebat ,2,2,2,0,0,1,None,None,0,2,0,0
24,"RT @JFCros: Marine Le Pen ""a manqué de hauteur"" , selon Jean-Marie Le Pen... Et Dieu sait s'il a l'oeil !!! #LePen #2017LeDébat  ",2,2,0,0,0,0,"Marine Le Pen,#LePen",LePen,0,1,0,0
25,"RT @JFCros: Marine Le Pen ""a manqué de hauteur"" , selon Jean-Marie Le Pen... Et Dieu sait s'il a l'oeil !!! #LePen #2017LeDébat  ",2,2,0,0,0,0,"Marine Le Pen,#LePen",LePen,0,1,0,0
26,"Marine Le Pen ""a manqué de hauteur"" , selon Jean-Marie Le Pen... Et Dieu sait s'il a l'oeil !!! #LePen #2017LeDébat  ",2,2,0,0,0,0,"Marine Le Pen,#LePen",LePen,0,1,0,0
27,RT @olivedac: La carte blanche de MLP : descendre le programme de Macron... et dire qu'il y a des gens qui vont voter pour le vide sidérale… ,2,2,2,0,0,0,"MLP,Macron",Macron,0,2,0,0
28,"RT @BIDUDessinateur: La Tour Eiffel sera illuminée demain , aux couleurs de l'intelligence , disparue tragiquement pendant ce débat #2017LeDé… ",2,2,2,0,1,0,None,None,0,2,0,0
29,"RT @LucssOFFICIEL: C'est d'un ridicule ce débat. Personne s'écoute , Personne. T'as 2 lions qui rugissent et 2 canard qui comptent les point… ",0,2,2,0,0,0,Personne,None,0,1,0,0
30,C moi ou les médias essayent de manipuler les #legislatives2017 à présent? #SansMoiLe7Mai #2017LeDebat #insoumis ,2,2,2,0,1,0,None,None,0,2,0,0
31,#2017LeDebat Les électeurs de #Macron  ,2,2,2,0,0,1,#Macron,Macron,Nan,2,0,Neu
32,#2017LeDebat...mdddrrr. ....je ne voterai pas le pen pour autant... ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
33,"RT @LucssOFFICIEL: C'est d'un ridicule ce débat. Personne s'écoute , Personne. T'as 2 lions qui rugissent et 2 canard qui comptent les point… ",0,2,2,0,0,0,Personne,None,0,1,0,0
34,RT @A_Muharrem87: Poutout il est caché sous la table  #2017LeDebat ,2,2,2,0,0,1,Poutout,None,Nan,2,0,Neu
35,RT @G_legban: Regarder le #2017LeDebat en replay parce qu'on l'a manqué. Ouais effectivement elle est passionnante ma vie 😐😐 ,2,2,2,0,1,0,None,None,0,2,0,0
36,RT @G_legban: Regarder le #2017LeDebat en replay parce qu'on l'a manqué. Ouais effectivement elle est passionnante ma vie 😐😐 ,2,2,2,0,1,0,None,None,0,2,0,0
37,COMME UN OURAGAN QUI PASSAIT SUR MOI #2017LeDébat ,2,2,2,1,1,0,None,None,Nan,2,1,Neu
38,"RT @zdricpx: L'éducation , on te traite ça en 4 min chrono et deux coups de cuiller à pot... c'est tellement simple! #2017LeDebat #LeVideSid… ",2,2,2,0,0,0,None,None,Nan,2,0,Neu
39,RT @zdricpx: J'ai loupé les deux premières minutes du #2017LeDebat mais je crois qu'on a réglé le pb du dérèglement climatique vu qu'on n'e… ,2,2,2,0,1,0,None,None,Nan,2,0,Neu
40,RT @DiezThomas: Macron après 8 minutes de débat #2017LeDebat ,2,2,2,0,0,1,Macron,Macron,Nan,2,0,Neu
41,"Le pire dans tout ça , c'est que ceux qui votent déjà pour elle , l'ont trouvée aveuglément formidable. #2017LeDebat ",2,2,0,0,0,0,None,None,0,1,0,0
42,Breaking News est sorti de presse!   #2017ledebat #macron ,2,2,2,0,0,1,"Breaking News,#macron",Macron,Nan,2,0,Neu
43,Regarder le #2017LeDebat en replay parce qu'on l'a manqué. Ouais effectivement elle est passionnante ma vie 😐😐 ,2,2,2,0,1,0,None,None,0,2,0,0
44,"Marine le pen bien au dessus , macron stresse sur certains sujet bien trop voyant , macron n'a rien d'un président  #2017LeDebat ",1,2,1,1,1,0,Marine,LePen,0,1,1,1
45,"RT @martine_V87: J'en ai marre ,J'veux rentrer  #2017LeDébat  ",2,2,2,0,0,1,None,None,Nan,2,0,Neu
46,RT @Ouf98228715: Ce matin on a honte #2017LeDebat et le 8 Mai on dira j'ai pas voté pour ça ,0,2,2,0,0,0,None,None,0,1,0,0
47,RT @Ouf98228715: Un jour on dira au cancre de la classe ton niveau est celui de #2017LeDebat pauvre pays!! ,2,2,2,0,0,0,None,None,Nan,2,0,Neu
48,"Macron a l'habitude de parler en chiffre , il voit la France Comme une salle de marché , la France il faut aider les PME#2017LeDebat ",2,2,2,0,1,0,Macron,Macron,1,2,0,Neu
49,"""Ce débat n'a jamais eu lieeeeu ! Nous sommes dans la matriiiiice !"" 

#2017LeDebat #LeGrandDebat #lepen2017 #macron  ",2,2,2,0,0,0,"#lepen2017,#macron",None,Nan,2,0,Neu
50,"RT @MNo_Robert: ""on arrête toutes les associations sportives , sociales , culturelles...' Des nids à radicaux , c'est prouvé !!!#2017LeDebat E… ",2,2,0,0,0,0,None,None,0,1,0,0
51,"RT @RafikOvO: Le débat j'ai l'impression c'est Voldemort contre Harry Potter 
#2017LeDébat ",2,2,2,0,0,0,"Voldemort,Harry Potter",None,0,2,0,0
52,"La présidence de l'@unilim appelle ce matin  ""à faire barrage à l’extrême droite"" #2017LeDebat ",2,2,2,0,1,0,None,None,Nan,2,0,Neu
53,RT @emifan87: #2017LeDebat #LePen a montré le vrai visage du #FN 💩💩 ,0,2,0,0,0,0,#LePen,LePen,Nan,1,0,Neu
54,"Le néant et le déni de la réalité de #MLP2017 au cours du #2017LeDébat
est inconcevable à ce niveau donc…  ",0,2,2,0,0,1,None,None,0,1,0,0
55,RT @yabienduyavoir: Macron face aux attaques de lepen #2017LeDebat ,2,2,2,0,0,1,Macron,Macron,0,2,0,0
56,#2017LeDebat #LePen a montré le vrai visage du #FN 💩💩 ,0,2,0,0,0,0,#LePen,LePen,Nan,1,0,Neu
57,"RT @JFCros: Canabis , aligot ou chouchen..? Je m'interroge... #2017leDebat #MLP  ",2,2,2,0,0,1,Canabis,None,Nan,2,0,Neu
58,"RT @JFCros: Canabis , aligot ou chouchen..? Je m'interroge... #2017leDebat #MLP  ",2,2,2,0,0,1,Canabis,None,Nan,2,0,Neu
59,Macron face aux attaques de lepen #2017LeDebat ,2,2,2,0,0,1,Macron,Macron,0,2,0,0
60,"RT @ALetmeDream: #2017LeDebat : Marine LePen =
Mensonge sur mensonge et aucun plan concret et réaliste ",2,2,2,0,0,0,"Marine,Mensonge",LePen,0,2,0,0
61,"#2017LeDebat : Marine LePen =
Mensonge sur mensonge et aucun plan concret et réaliste ",2,2,2,0,0,0,"Marine,Mensonge",LePen,0,2,0,0
62,"Canabis , aligot ou chouchen..? Je m'interroge... #2017leDebat #MLP  ",2,2,2,0,0,1,Canabis,None,Nan,2,0,Neu
63,"""On est pas sorti avec ces deux cons"" #2017LeDebat  ",2,2,2,0,1,1,None,None,0,2,1,Neu
64,"RT @LucssOFFICIEL: C'est d'un ridicule ce débat. Personne s'écoute , Personne. T'as 2 lions qui rugissent et 2 canard qui comptent les point… ",0,2,2,0,0,0,Personne,None,0,1,0,0
65,RT @HashtagValentin: J'V CASSER MA TÉLÉ LES GARS SI ELLE ARRÊTE PAS DE FAIRE SA BELLE L'AUTRE TROLL LÀ #2017LeDebat ,2,1,0,0,1,0,"CASSER MA,AUTRE",None,Nan,1,0,Neu
66,"RT @DiezThomas: Allez on boit à chaque fois que Macron dit ""bétise"" #2017LeDebat ",2,2,2,1,1,1,None,None,Nan,2,1,Neu
67,RT @DiezThomas: Macron après 8 minutes de débat #2017LeDebat ,2,2,2,0,0,1,Macron,Macron,Nan,2,0,Neu
68,"RT @BIDUDessinateur: La Tour Eiffel sera illuminée demain , aux couleurs de l'intelligence , disparue tragiquement pendant ce débat #2017LeDé… ",2,2,2,0,1,0,None,None,0,2,0,0
69,#2017ledébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
70,RT @ZeClint: le niveau de @MLP_officiel en dit long sur elle mais aussi beaucoup sur la clique qui l'entoure ... infoutue d'être préparé #2… ,0,2,1,0,0,1,None,None,0,1,0,0
71,"RT @BIDUDessinateur: Boire une gorgée de cidre à chaque fois que MLP dit ""immigration"",""danger"" et ""islamistes"" , et finir en coma éthyliqu… ",2,2,2,1,1,1,None,None,0,2,1,Neu
72,#2017LeDébat Lepen évite les questions comme quand on parle de @Benzema a Didier Deschamps ,2,2,0,0,0,0,Didier Deschamps,None,Nan,1,0,Neu
73,"RT @VMarendat: Je ne doute pas.Mon vote sera franc.Je choisis le rassemblemt ,la vérité ,la compétence ,le progressisme ,l'humanisme #JeVoteMac… ",2,2,2,1,0,1,None,None,0,2,1,Neu
74,"J'hésite entre la Soupe aux Choux , Alien le retour ou E.T... #2017LeDebat #MLP  #MarineLaPerchée

 ",2,2,2,0,0,1,#MarineLaPerchée,LePen,Nan,2,0,Neu
75,"RT @BIDUDessinateur: La Tour Eiffel sera illuminée demain , aux couleurs de l'intelligence , disparue tragiquement pendant ce débat #2017LeDé… ",2,2,2,0,1,0,None,None,0,2,0,0
76,"RT @JFCros: Sur @RTLFrance , @JLBorloo : ""hier soir , @MLP_officiel s'est désarticulée et a choisi l'invective..."" #2017LeDebat ",2,2,2,1,0,0,None,None,Nan,2,0,Neu
77,"Je ne doute pas.Mon vote sera franc.Je choisis le rassemblemt ,la vérité ,la compétence ,le progressisme ,l'humanisme #JeVoteMacron #2017LeDebat ",2,2,2,1,0,1,#JeVoteMacron,Macron,0,2,1,Neu
78,#AuNomDuPeuple !? Avec ce qu'on a entendu hier soir ???? C'est une blague !? #2017LeDebat Marine s'est chié dessus ... sans aucun doute ! ,0,0,2,0,0,0,None,None,Nan,1,0,Neu
79,"RT @BIDUDessinateur: La Tour Eiffel sera illuminée demain , aux couleurs de l'intelligence , disparue tragiquement pendant ce débat #2017LeDé… ",2,2,2,0,1,0,None,None,0,2,0,0
80,Ce matin on a honte #2017LeDebat et le 8 Mai on dira j'ai pas voté pour ça ,0,2,2,0,0,0,None,None,0,1,0,0
81,"Sur @RTLFrance , @JLBorloo : ""hier soir , @MLP_officiel s'est désarticulée et a choisi l'invective..."" #2017LeDebat ",2,2,2,1,0,0,None,None,Nan,2,0,Neu
82,RT @BIDUDessinateur: #2017LeDebat Ce débat vole tellement bas qu'il passe entre les jambes de Valbuena... . ,2,2,2,0,1,0,Valbuena,None,0,2,0,0
83,"RT @RobinLass: C'est pas elle qui me fait peur , c'est les millions de gens qui ont et vont voter pour elle! C'est flippant !PRENEZ CONSCIEN… ",2,2,2,0,0,0,CONSCIEN,None,0,2,0,0
84,"RT @Tyca65: Macron nous fait du Chevalier et Laspales : certains ont essayé , ils ont eu des problèmes #2017LeDébat ",2,2,2,0,0,0,Macron,Macron,0,2,0,0
85,#2017LeDebat Alors les #editocrates? Votre scénario se déroule comme prévu? Ah y'a encore les #legislatives2017 ! Dur avec #FranceInsoumise ,2,2,2,1,1,0,None,None,1,2,1,1
86,Tout va bien pour le monde de la finance et du fascisme. Alors les #donneursdeleçon oubliez ceux qui ne voteront pa… ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
87,"RT @LucssOFFICIEL: C'est d'un ridicule ce débat. Personne s'écoute , Personne. T'as 2 lions qui rugissent et 2 canard qui comptent les point… ",0,2,2,0,0,0,Personne,None,0,1,0,0
88,"RT @BIDUDessinateur: Vu le vide dans les propos de Le Pen ce soir , la NASA prévoit actuellement d'y envoyer une station spatiale. #2017LeDé… ",2,2,2,0,1,0,None,None,0,2,0,0
89,RT @axelledsbds: elle est bien méprisante.. #2017LeDebat ,2,2,1,1,1,1,None,None,Nan,2,1,Neu
90,Un jour on dira au cancre de la classe ton niveau est celui de #2017LeDebat pauvre pays!! ,2,2,2,0,0,0,None,None,Nan,2,0,Neu
91,Après le #2017LeDebat on saura ce qu'on aura pas. Alors ça donne envie de voter pour qui? #legislativesFI avec le p… ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
92,RT @KarimDjellali: Et toi le petit chien à sa mémère tu veux appliquer le vernis sur les pieds de maman en les léchant ? #2017LeDébat ,1,2,1,1,1,1,None,None,0,1,1,1
93,"RT @zdricpx: L'éducation , on te traite ça en 4 min chrono et deux coups de cuiller à pot... c'est tellement simple! #2017LeDebat #LeVideSid… ",2,2,2,0,0,0,None,None,Nan,2,0,Neu
94,"RT @zdricpx: MLP fait la preuve de son indigence intellectuelle , du vide absolu de son projet. Elle fait du grand guignol en permanence. #2… ",2,2,2,0,0,0,MLP,None,Nan,2,0,Neu
95,RT @BIDUDessinateur: #2017LeDebat Ce débat vole tellement bas qu'il passe entre les jambes de Valbuena... . ,2,2,2,0,1,0,Valbuena,None,0,2,0,0
96,RT @BIDUDessinateur: Même Canal + la samedi soir en crypté était plus clair que le programme de Marine Le Pen ce soir #2017LeDebat ,2,2,2,1,0,0,Marine Le Pen,LePen,1,2,0,Neu
97,RT @LeyGuillaume: #2017LeDébat Un débat décevant et réduit à des critiques de la part de Madame Le Pen envers Monsieur Macron. ,2,2,2,0,1,0,"Madame Le Pen,Monsieur Macron",None,0,2,0,0
98,RT @ZeClint: le niveau de @MLP_officiel en dit long sur elle mais aussi beaucoup sur la clique qui l'entoure ... infoutue d'être préparé #2… ,0,2,1,0,0,1,None,None,0,1,0,0
99,"RT @BIDUDessinateur: La Tour Eiffel sera illuminée demain , aux couleurs de l'intelligence , disparue tragiquement pendant ce débat #2017LeDé… ",2,2,2,0,1,0,None,None,0,2,0,0
100,"RT @JFCros: Après #2017LeDebat , ça ne vous rappelle personne ? 
#LePen #Bonemine #Macron  ",2,2,2,0,0,0,"#LePen,#Macron",None,Nan,2,0,Neu
101,RT @ZeClint: c'est vrai que quitte a choisir j'aurais préféré le libéralisme de @FrancoisFillon contre le communisme de @JLMelenchon #2017L… ,1,2,1,1,1,1,None,None,Nan,1,1,1
102,"RT @BIDUDessinateur: La Tour Eiffel sera illuminée demain , aux couleurs de l'intelligence , disparue tragiquement pendant ce débat #2017LeDé… ",2,2,2,0,1,0,None,None,0,2,0,0
103,#2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
104,#2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
105,RT @AliciaSunset: Oh putain de merde ! On a perdu Marine! 😨 #2017LeDebat #malaise ,0,2,0,0,0,0,Marine,LePen,0,1,0,0
106,Oh putain de merde ! On a perdu Marine! 😨 #2017LeDebat #malaise ,0,2,0,0,0,0,Marine,LePen,0,1,0,0
107,Quelqu'un sait pour des documents sur #Macron qui ont fuité ? #SansMoiLe7Mai #LeGrandDebat #2017LeDebat… ,2,2,0,1,0,0,#Macron,Macron,0,1,0,0
108,#Macron se bat pour 1 emploi fictif: Président. Une responsable de la commission de Bruxelles le dit #2017LeDebat  ,2,2,2,1,0,1,"Bruxelles,#Macron",Macron,0,2,1,Neu
109,C'est MLP qui fuit les arabes #2017LeDebat ,2,2,2,0,0,0,MLP,None,Nan,2,0,Neu
110,"RT @BIDUDessinateur: La Tour Eiffel sera illuminée demain , aux couleurs de l'intelligence , disparue tragiquement pendant ce débat #2017LeDé… ",2,2,2,0,1,0,None,None,0,2,0,0
111,"RT @BIDUDessinateur: La Tour Eiffel sera illuminée demain , aux couleurs de l'intelligence , disparue tragiquement pendant ce débat #2017LeDé… ",2,2,2,0,1,0,None,None,0,2,0,0
112,RT @VictorGuilbert1: Ce débat à mis en lumière l'incompétence et l'incohérence de MLP et de son programme... Face au programme de @Emmanuel… ,2,2,2,0,1,0,MLP,None,Nan,2,0,Neu
113,"RT @BIDUDessinateur: La Tour Eiffel sera illuminée demain , aux couleurs de l'intelligence , disparue tragiquement pendant ce débat #2017LeDé… ",2,2,2,0,1,0,None,None,0,2,0,0
114,"RT @BIDUDessinateur: La Tour Eiffel sera illuminée demain , aux couleurs de l'intelligence , disparue tragiquement pendant ce débat #2017LeDé… ",2,2,2,0,1,0,None,None,0,2,0,0
115,"RT @valentingayerie: ""On transforme l'euro en monnaie commune"" 

@MLP_officiel 3 ans d'économie et je n'ai aucune idée de ce que vous racon… ",2,2,2,1,1,1,None,None,Nan,2,1,Neu
116,RT @BIDUDessinateur: #2017LeDebat Ce débat vole tellement bas qu'il passe entre les jambes de Valbuena... . ,2,2,2,0,1,0,Valbuena,None,0,2,0,0
117,C'est l'hôpital qui se fout de la charité!! #2017LeDebat ,2,2,2,0,0,0,None,None,Nan,2,0,Neu
118,"Déjà , à 14ans , il était responsable du chômage en France! #2017LeDebat  ",2,2,2,0,1,1,France,None,0,2,1,Neu
119,"RT @CognardValentin: ""Ce que vous proposez , c'est de la poudre de Perlimpinpin Madame Lepen"" #EmmanuelMacron Pendant le #2017LeDebat ",2,2,2,0,0,0,"Perlimpinpin Madame,#EmmanuelMacron",Macron,Nan,2,0,Neu
120,Pauvre France ... #2017LeDebat #Debat2017 #GrandDebat ,2,2,2,0,1,1,Pauvre France,None,Nan,2,1,Neu
121,"RT @BIDUDessinateur: La Tour Eiffel sera illuminée demain , aux couleurs de l'intelligence , disparue tragiquement pendant ce débat #2017LeDé… ",2,2,2,0,1,0,None,None,0,2,0,0
122,RT @VictorGuilbert1: Ce débat à mis en lumière l'incompétence et l'incohérence de MLP et de son programme... Face au programme de @Emmanuel… ,2,2,2,0,1,0,MLP,None,Nan,2,0,Neu
123,RT @VictorGuilbert1: Ce débat à mis en lumière l'incompétence et l'incohérence de MLP et de son programme... Face au programme de @Emmanuel… ,2,2,2,0,1,0,MLP,None,Nan,2,0,Neu
124,"RT @BIDUDessinateur: La Tour Eiffel sera illuminée demain , aux couleurs de l'intelligence , disparue tragiquement pendant ce débat #2017LeDé… ",2,2,2,0,1,0,None,None,0,2,0,0
125,RT @VictorGuilbert1: Ce débat à mis en lumière l'incompétence et l'incohérence de MLP et de son programme... Face au programme de @Emmanuel… ,2,2,2,0,1,0,MLP,None,Nan,2,0,Neu
126,Marion Maréchal Lepen réfléchissant à comment profiter de la déroute de sa tante foldingo #2017LeDébat ,2,2,2,0,0,0,Marion Maréchal,None,1,2,0,Neu
127,RT @VictorGuilbert1: Ce débat à mis en lumière l'incompétence et l'incohérence de MLP et de son programme... Face au programme de @Emmanuel… ,2,2,2,0,1,0,MLP,None,Nan,2,0,Neu
128,RT @Antoin_LTh: Marine Le Pen qui écoute @EmmanuelMacron parler économie... #2017LeDébat #JeVoteMacron ,2,2,0,0,1,0,"Marine Le Pen,#JeVoteMacron",None,Nan,1,0,Neu
129,Ce débat à mis en lumière l'incompétence et l'incohérence de MLP et de son programme... Face au programme de @EmmanuelMacron 🇫🇷#2017LeDebat ,2,2,2,0,1,0,MLP,None,Nan,2,0,Neu
130,RT @dias_adeline: #2017LeDebat le jour ou la BÊTISE est tombé LE PEN N AVAIT PAS DE PARAPLUIE ,2,2,2,0,0,1,"LE,AVAIT",None,0,2,0,0
131,"RT @BIDUDessinateur: Bref , le seul bon rail sur lequel avait l'air d'être Marine Le Pen ce soir , c'était celui de coke #MalaiseTv #Mediocri… ",1,2,1,1,1,1,Marine Le Pen,LePen,0,1,1,1
132,"RT @BIDUDessinateur: Bref , le seul bon rail sur lequel avait l'air d'être Marine Le Pen ce soir , c'était celui de coke #MalaiseTv #Mediocri… ",1,2,1,1,1,1,Marine Le Pen,LePen,0,1,1,1
133,"RT @BIDUDessinateur: La Tour Eiffel sera illuminée demain , aux couleurs de l'intelligence , disparue tragiquement pendant ce débat #2017LeDé… ",2,2,2,0,1,0,None,None,0,2,0,0
134,RT @morellet_n: Les commentaires de MLP et des soutiens FN sont ahurissants : Ils vivent dans un monde parallèles #2017LeDebat ,2,2,2,0,1,0,MLP,None,Nan,2,0,Neu
135,"RT @BIDUDessinateur: Bref , le seul bon rail sur lequel avait l'air d'être Marine Le Pen ce soir , c'était celui de coke #MalaiseTv #Mediocri… ",1,2,1,1,1,1,Marine Le Pen,LePen,0,1,1,1
136,"Bref , le seul bon rail sur lequel avait l'air d'être Marine Le Pen ce soir , c'était celui de coke #MalaiseTv #Mediocrite #2017LeDebat ",1,2,1,1,1,1,Marine Le Pen,LePen,0,1,1,1
137,RT @ZeClint: le niveau de @MLP_officiel en dit long sur elle mais aussi beaucoup sur la clique qui l'entoure ... infoutue d'être préparé #2… ,0,2,1,0,0,1,None,None,0,1,0,0
138,RT @ZeClint: @MLP_officiel sonne creux ... @EmmanuelMacron sonne faux ... on est dans une de ces merde ... #2017LeDebat ,0,2,0,0,0,0,None,None,0,1,0,0
139,RT @ZeClint: le niveau de @MLP_officiel en dit long sur elle mais aussi beaucoup sur la clique qui l'entoure ... infoutue d'être préparé #2… ,0,2,1,0,0,1,None,None,0,1,0,0
140,RT @ZeClint: @MLP_officiel sonne creux ... @EmmanuelMacron sonne faux ... on est dans une de ces merde ... #2017LeDebat ,0,2,0,0,0,0,None,None,0,1,0,0
141,RT @ZeClint: le niveau de @MLP_officiel en dit long sur elle mais aussi beaucoup sur la clique qui l'entoure ... infoutue d'être préparé #2… ,0,2,1,0,0,1,None,None,0,1,0,0
142,@MLP_officiel sonne creux ... @EmmanuelMacron sonne faux ... on est dans une de ces merde ... #2017LeDebat ,0,2,0,0,0,0,None,None,0,1,0,0
143,"RT @BIDUDessinateur: La Tour Eiffel sera illuminée demain , aux couleurs de l'intelligence , disparue tragiquement pendant ce débat #2017LeDé… ",2,2,2,0,1,0,None,None,0,2,0,0
144,"RT @LucssOFFICIEL: C'est d'un ridicule ce débat. Personne s'écoute , Personne. T'as 2 lions qui rugissent et 2 canard qui comptent les point… ",0,2,2,0,0,0,Personne,None,0,1,0,0
145,#2017LeDebat sur BFM les journalistes veulent que Le pen passé ou quoi !!@@! ,2,2,2,0,1,0,BFM,None,0,2,0,0
146,le niveau de @MLP_officiel en dit long sur elle mais aussi beaucoup sur la clique qui l'entoure ... infoutue d'être préparé #2017LeDebat ,0,2,1,0,0,1,None,None,0,1,0,0
147,"RT @JFCros: Après #2017LeDebat , ça ne vous rappelle personne ? 
#LePen #Bonemine #Macron  ",2,2,2,0,0,0,"#LePen,#Macron",None,Nan,2,0,Neu
148,RT @BIDUDessinateur: La dignité de Le Pen est comme l'écologie dans ce débat: inexistante #2017LeDébat ,2,2,2,1,1,0,None,None,1,2,1,1
149,"RT @JFCros: Je coupe... elle est odieuse... la messe était dite mais là c'est un requiem , la messe d'une morte... #2017LeDebat #LePen #Macr… ",2,2,2,0,0,0,#LePen,LePen,0,2,0,0
150,"RT @BIDUDessinateur: La Tour Eiffel sera illuminée demain , aux couleurs de l'intelligence , disparue tragiquement pendant ce débat #2017LeDé… ",2,2,2,0,1,0,None,None,0,2,0,0
151,"#Philippot descend de sa chambre du 5e étage de #BFM , micro greffé dans la main pour donner son interview…  ",2,2,2,0,1,0,None,None,0,2,0,0
152,@MuadDib_1972 C'est vrai mais elle a été particulièrement affligeante et n'a pas la stature pour être présidente #2017LeDebat ,2,2,0,0,0,0,None,None,Nan,1,0,Neu
153,RT @JFCros: #MLP l'a dans l'écu... Elle ne vaut pas un sou ! #2017LeDebat ,2,2,2,0,1,0,None,None,Nan,2,0,Neu
