,text,dic_rounded,lsvc,knn,mnb,lsvc_bin,knn_bin,mnb_bin
37,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
38,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
39,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
40,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
41,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
42,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
43,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
44,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
45,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
46,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
47,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0
48,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
49,"RT @drugofharry: ""Ce que vous proposez c'est de la..."" #2017LeDebat #Debat2017  ",Nan,2,2,2,0,0,0
50,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
51,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
52,RT @CuratPraetor: Kelsen est mort une deuxième fois #2017LeDebat ,0,2,2,2,1,1,1
53,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
54,"RT @Stany540: Ne vous faites pas manipuler
J'invite les patriotes ceux qui aiment la France à voté pour la candidate du peuple 👩🏼#Marine201… ",0,2,2,2,0,0,1
55,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
56,"RT @TwIttNTIN: Je ressors ce tweet du placard !  #RendezNousMelenchon 
 
#2017LeDebat #LeGrandDebat ",Nan,2,2,2,0,0,1
57,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
58,"RT @drugofharry: ""Ce que vous proposez c'est de la..."" #2017LeDebat #Debat2017  ",Nan,2,2,2,0,0,0
59,"RT @frederic_nouchi: #2017LeDebat
#Mlpgate heureuse d'avoir #Poutine pour financer sa campagne! On comprend mieux son discours surtout aprè… ",1,1,2,2,0,1,0
60,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
61,"RT @sabje2410: Il y a Harry Potter sur #TF1 ?? 

#LePen #2017LeDebat #Voldemort #Presidentielles2017 #HarryPotter  ",0,2,2,2,0,0,0
62,Si le titanique a couler c'est votre faute monsieur macron car vous étiez ministre a l'époque mdr #2017LeDébat ,0,2,2,0,0,0,0
63,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
64,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
65,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
66,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
67,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
68,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
69,RT @m4ssive_attack: Eh les journalistes vous voulez un coup de main ? #2017LeDebat ,0,2,2,2,0,0,1
70,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
71,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
72,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
73,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
74,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0
75,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0
76,"RT @invtot: Bon bon bon... 
#2017LeDebat #debatpresidentiel #GrandDebat  ",1,2,1,1,1,1,1
77,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0
78,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0
79,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
80,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0
81,RT @Alexis_Brusco: Je comprend mieux pourquoi y'a que les gros beaufs qui votent Le Pen ! #2017LeDebat ,Nan,0,2,0,0,0,0
82,RT @Alexis_Brusco: Je comprend mieux pourquoi y'a que les gros beaufs qui votent Le Pen ! #2017LeDebat ,Nan,0,2,0,0,0,0
83,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
84,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
85,"RT @TwIttNTIN: @C_Barbier Possible de me le signer ce tweet ? Je compte l'encadrer  ; le poser sur ma table de chevet ! 😎
#2017LeDebat #Rend… ",0,2,2,2,0,0,0
86,"RT @TwIttNTIN: @C_Barbier Possible de me le signer ce tweet ? Je compte l'encadrer  ; le poser sur ma table de chevet ! 😎
#2017LeDebat #Rend… ",0,2,2,2,0,0,0
87,Tu m'étonnes... #2017LeDebat ,Nan,2,2,2,0,0,1
88,RT @CuratPraetor: Kelsen est mort une deuxième fois #2017LeDebat ,0,2,2,2,1,1,1
89,"Bilan du #Debat2017 :
Zéro + zéro = la tête à facho!
#2017LeDebat #oupas #LIVE  ",Nan,2,2,2,0,1,0
90,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
91,RT @RVdenic: #2017LeDebat Franchement MLP a été si médiocre dans ce débat qu'elle risque bien d'y avoir perdu bien plus que l'élection prés… ,Nan,2,2,2,0,1,0
92,#2017LeDebat Franchement MLP a été si médiocre dans ce débat qu'elle risque bien d'y avoir perdu bien plus que l'élection présidentielle... ,Nan,2,2,2,0,1,0
93,"RT @TwIttNTIN: @C_Barbier Possible de me le signer ce tweet ? Je compte l'encadrer  ; le poser sur ma table de chevet ! 😎
#2017LeDebat #Rend… ",0,2,2,2,0,0,0
94,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
95,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0
96,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
97,RT @CuratPraetor: Kelsen est mort une deuxième fois #2017LeDebat ,0,2,2,2,1,1,1
98,RT @CuratPraetor: Kelsen est mort une deuxième fois #2017LeDebat ,0,2,2,2,1,1,1
99,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
100,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
101,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
102,RT @sabje2410: #ElectionsPresidentielles2017 #LeDebatFinal #2017LeDebat #MarineLePen #Macron #CV #Humour ,Nan,2,2,2,0,0,1
103,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
104,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0
105,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
106,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
107,RT @m4ssive_attack: Eh les journalistes vous voulez un coup de main ? #2017LeDebat ,0,2,2,2,0,0,1
108,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
109,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
110,RT @CuratPraetor: Kelsen est mort une deuxième fois #2017LeDebat ,0,2,2,2,1,1,1
111,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0
112,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0
113,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
114,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
115,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
116,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0
117,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
118,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
119,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
120,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
121,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
122,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
123,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
124,RT @Tz_Aurelien: Mon doute est confirmé Lepen est INCOMPÉTENTE 👍🏼 #2017LeDebat ,Nan,2,2,2,0,0,1
125,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
126,RT @m4ssive_attack: Eh les journalistes vous voulez un coup de main ? #2017LeDebat ,0,2,2,2,0,0,1
127,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
128,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
129,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
130,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
131,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
132,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
133,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
134,RT @CuratPraetor: Kelsen est mort une deuxième fois #2017LeDebat ,0,2,2,2,1,1,1
135,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0
136,RT @CuratPraetor: Kelsen est mort une deuxième fois #2017LeDebat ,0,2,2,2,1,1,1
137,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
138,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
139,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
140,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
141,RT @CuratPraetor: Kelsen est mort une deuxième fois #2017LeDebat ,0,2,2,2,1,1,1
142,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
143,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
144,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
145,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
146,RT @m4ssive_attack: Eh les journalistes vous voulez un coup de main ? #2017LeDebat ,0,2,2,2,0,0,1
147,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0
148,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
149,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
150,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
151,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
152,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
153,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
154,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
155,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
156,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
157,"Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0
158,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
159,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
160,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
161,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
162,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
163,RT @JLouTagalou: Le Daisy Mail est sorti de presse!   Les unes d'aujourd'hui via @Yvon_Graic @ChristophePretr @Irkout… ,Nan,2,2,2,0,1,1
164,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
165,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
166,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
167,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
168,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0
169,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
170,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0
171,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0
172,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
173,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1
174,RT @m4ssive_attack: Eh les journalistes vous voulez un coup de main ? #2017LeDebat ,0,2,2,2,0,0,1
175,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0
