,Unnamed: 0,text,dic_rounded,lsvc,knn,mnb,lsvc_bin,knn_bin,mnb_bin,entities,candidate
43,43,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
44,44,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0,None,None
45,45,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
46,46,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0,None,None
47,47,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0,None,None
48,48,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
49,49,"RT @drugofharry: ""Ce que vous proposez c'est de la..."" #2017LeDebat #Debat2017  ",Nan,2,2,2,0,0,0,None,None
50,50,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0,None,None
51,51,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0,None,None
52,52,RT @CuratPraetor: Kelsen est mort une deuxième fois #2017LeDebat ,0,2,2,2,1,1,1,Kelsen,None
53,53,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
54,54,"RT @Stany540: Ne vous faites pas manipuler
J'invite les patriotes ceux qui aiment la France à voté pour la candidate du peuple 👩🏼#Marine201… ",0,2,2,2,0,0,1,#Marine201,LePen
55,55,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0,None,None
56,56,"RT @TwIttNTIN: Je ressors ce tweet du placard !  #RendezNousMelenchon 
 
#2017LeDebat #LeGrandDebat ",Nan,2,2,2,0,0,1,None,None
57,57,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0,None,None
58,58,"RT @drugofharry: ""Ce que vous proposez c'est de la..."" #2017LeDebat #Debat2017  ",Nan,2,2,2,0,0,0,None,None
59,59,"RT @frederic_nouchi: #2017LeDebat
#Mlpgate heureuse d'avoir #Poutine pour financer sa campagne! On comprend mieux son discours surtout aprè… ",1,1,2,2,0,1,0,None,None
60,60,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0,None,None
61,61,"RT @sabje2410: Il y a Harry Potter sur #TF1 ?? 

#LePen #2017LeDebat #Voldemort #Presidentielles2017 #HarryPotter  ",0,2,2,2,0,0,0,"Harry Potter,#LePen",LePen
62,62,Si le titanique a couler c'est votre faute monsieur macron car vous étiez ministre a l'époque mdr #2017LeDébat ,0,2,2,0,0,0,0,None,None
63,63,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0,None,None
64,64,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0,None,None
65,65,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0,None,None
66,66,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
67,67,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
68,68,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0,None,None
69,69,RT @m4ssive_attack: Eh les journalistes vous voulez un coup de main ? #2017LeDebat ,0,2,2,2,0,0,1,None,None
70,70,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0,None,None
71,71,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0,None,None
72,72,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0,None,None
73,73,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0,None,None
74,74,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0,None,None
75,75,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0,None,None
76,76,"RT @invtot: Bon bon bon... 
#2017LeDebat #debatpresidentiel #GrandDebat  ",1,2,1,1,1,1,1,None,None
77,77,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0,None,None
78,78,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0,None,None
79,79,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0,None,None
80,80,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0,None,None
81,81,RT @Alexis_Brusco: Je comprend mieux pourquoi y'a que les gros beaufs qui votent Le Pen ! #2017LeDebat ,Nan,0,2,0,0,0,0,None,None
82,82,RT @Alexis_Brusco: Je comprend mieux pourquoi y'a que les gros beaufs qui votent Le Pen ! #2017LeDebat ,Nan,0,2,0,0,0,0,None,None
83,83,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
84,84,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0,None,None
85,85,"RT @TwIttNTIN: @C_Barbier Possible de me le signer ce tweet ? Je compte l'encadrer  ; le poser sur ma table de chevet ! 😎
#2017LeDebat #Rend… ",0,2,2,2,0,0,0,None,None
86,86,"RT @TwIttNTIN: @C_Barbier Possible de me le signer ce tweet ? Je compte l'encadrer  ; le poser sur ma table de chevet ! 😎
#2017LeDebat #Rend… ",0,2,2,2,0,0,0,None,None
87,87,Tu m'étonnes... #2017LeDebat ,Nan,2,2,2,0,0,1,None,None
88,88,RT @CuratPraetor: Kelsen est mort une deuxième fois #2017LeDebat ,0,2,2,2,1,1,1,Kelsen,None
89,89,"Bilan du #Debat2017 :
Zéro + zéro = la tête à facho!
#2017LeDebat #oupas #LIVE  ",Nan,2,2,2,0,1,0,Bilan,None
90,90,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0,None,None
91,91,RT @RVdenic: #2017LeDebat Franchement MLP a été si médiocre dans ce débat qu'elle risque bien d'y avoir perdu bien plus que l'élection prés… ,Nan,2,2,2,0,1,0,None,None
92,92,#2017LeDebat Franchement MLP a été si médiocre dans ce débat qu'elle risque bien d'y avoir perdu bien plus que l'élection présidentielle... ,Nan,2,2,2,0,1,0,None,None
93,93,"RT @TwIttNTIN: @C_Barbier Possible de me le signer ce tweet ? Je compte l'encadrer  ; le poser sur ma table de chevet ! 😎
#2017LeDebat #Rend… ",0,2,2,2,0,0,0,None,None
94,94,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0,None,None
95,95,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0,None,None
96,96,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
97,97,RT @CuratPraetor: Kelsen est mort une deuxième fois #2017LeDebat ,0,2,2,2,1,1,1,Kelsen,None
98,98,RT @CuratPraetor: Kelsen est mort une deuxième fois #2017LeDebat ,0,2,2,2,1,1,1,Kelsen,None
99,99,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
100,100,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0,None,None
101,101,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
102,102,RT @sabje2410: #ElectionsPresidentielles2017 #LeDebatFinal #2017LeDebat #MarineLePen #Macron #CV #Humour ,Nan,2,2,2,0,0,1,"#MarineLePen,#Macron",None
103,103,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
104,104,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0,None,None
105,105,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
106,106,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0,None,None
107,107,RT @m4ssive_attack: Eh les journalistes vous voulez un coup de main ? #2017LeDebat ,0,2,2,2,0,0,1,None,None
108,108,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
109,109,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
110,110,RT @CuratPraetor: Kelsen est mort une deuxième fois #2017LeDebat ,0,2,2,2,1,1,1,Kelsen,None
111,111,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0,None,None
112,112,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0,None,None
113,113,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
114,114,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
115,115,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
116,116,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0,None,None
117,117,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
118,118,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
119,119,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
120,120,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
121,121,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
122,122,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
123,123,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
124,124,RT @Tz_Aurelien: Mon doute est confirmé Lepen est INCOMPÉTENTE 👍🏼 #2017LeDebat ,Nan,2,2,2,0,0,1,INCOMPÉTENTE,None
125,125,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0,None,None
126,126,RT @m4ssive_attack: Eh les journalistes vous voulez un coup de main ? #2017LeDebat ,0,2,2,2,0,0,1,None,None
127,127,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
128,128,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
129,129,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
130,130,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
131,131,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
132,132,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
133,133,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
134,134,RT @CuratPraetor: Kelsen est mort une deuxième fois #2017LeDebat ,0,2,2,2,1,1,1,Kelsen,None
135,135,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0,None,None
136,136,RT @CuratPraetor: Kelsen est mort une deuxième fois #2017LeDebat ,0,2,2,2,1,1,1,Kelsen,None
137,137,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
138,138,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
139,139,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
140,140,RT @Wyncz_: Voilà ce à quoi j'ai pensé  #GrandDebat #2017LeDebat Et fermez donc un peu! Jmen bats les couilles des 2 frchmt 😉 ,0,2,2,2,0,0,0,None,None
141,141,RT @CuratPraetor: Kelsen est mort une deuxième fois #2017LeDebat ,0,2,2,2,1,1,1,Kelsen,None
142,142,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0,None,None
143,143,RT @Jiemdef: Le pouvoir secret de Marine Le Pen ... #2017LeDebat #LeGrandDebat #RendezNousMélenchon #IlsNePasserontPas #Malaise ,Nan,2,2,2,0,0,1,Marine Le Pen,LePen
144,144,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
145,145,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
146,146,RT @m4ssive_attack: Eh les journalistes vous voulez un coup de main ? #2017LeDebat ,0,2,2,2,0,0,1,None,None
147,147,"RT @TwIttNTIN: C qui le responsable de ce fiasco ? 
Celui qui nous a privé de @JLMelenchon au 2nd tour ? 
Qu'il lève la main ! 
#2017LeDeba… ",0,2,2,2,0,1,0,None,None
148,148,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
149,149,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
150,150,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
151,151,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
152,152,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
153,153,RT @vnr54: Il y a un air de ressemblance non ? #2017LeDebat ,1,2,2,2,0,0,0,None,None
154,154,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
155,155,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
156,156,"RT @RadioTeleSuisse: Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
157,157,"Nos collègues de @nouvo se sont dits que #2017LeDebat , c'était peut-être finalement mieux sans le son 😬 ",1,2,2,2,0,1,0,None,None
