,text,lsvc,knn,mnb,lsvc_bin,knn_bin,mnb_bin,dic_rounded,media_tri,media_bin,total
49,"RT @SteeveBriois: #Macron est apparu comme le candidat de Hollande , assumant le bilan de Hollande. Le changement ne viendra que de Marine !… ",2,2,2,1,0,0,1,2,0,-
50,RT @SteeveBriois: #Macron / #Hollande : même bilan ! Vous en revoulez pour 5 ans ? #Débat2017 #2017LeDébat ,2,2,2,1,1,1,Nan,2,1,Neu
51,"RT @SteeveBriois: #Macron est apparu comme le candidat de Hollande , assumant le bilan de Hollande. Le changement ne viendra que de Marine !… ",2,2,2,1,0,0,1,2,0,-
52,RT @StevenJoly3: Alerte ! Nous sommes a la recherche des deux journalistes  #2017LeDebat   😂😂😂 ,2,2,2,0,0,1,Nan,2,0,Neu
53,"  #2017ledebat C'est un complot , il savait depuis le début que j'étais un bot! Trop facile aussi.... ",2,2,1,0,0,0,Nan,2,0,Neu
54,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,2,2,2,0,1,0,0,2,0,0
55,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
56,"RT @jimmyfaitlcon: -moi je suis proche des salariés
-nan c'est moi
-nan c'est pas vrai c'est moi
-menteur c'est moi
#2017LeDébat ",2,2,0,0,0,0,0,1,0,0
57,RT @SteeveBriois: #Macron / #Hollande : même bilan ! Vous en revoulez pour 5 ans ? #Débat2017 #2017LeDébat ,2,2,2,1,1,1,Nan,2,1,Neu
58,RT @SteeveBriois: #Macron / #Hollande : même bilan ! Vous en revoulez pour 5 ans ? #Débat2017 #2017LeDébat ,2,2,2,1,1,1,Nan,2,1,Neu
59,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
60,RT @AdelineNoirmain: Il manque quand même quelqu'un pour élever le débat ... @FrancoisFillon revenez ! #2017LeDebat ,2,2,2,0,1,0,0,2,0,0
61,"RT @aucharbon2017: 🔴 [EN CAMPAGNE] Hier soir , au bar  Hall'Princess (Lille) les macronistes s'en sont donnés à coeur joie
 ",2,2,2,0,1,0,Nan,2,0,Neu
62,"RT @Mushway: Marine Le Pen : Ridicule
Macron : Suceur de bite qui se place en victime
Bilan: Allez tous vous faire enculé #2017LeDébat #Gra… ",2,2,2,1,1,1,0,2,1,-
63,RT @sbast1: Un nouveau scandale d'emploi fictif pour les journalistes du débat #Debat2017 #2017LeDébat #2017LeDebat ,2,2,2,0,0,1,0,2,0,0
64,RT @sbast1: Avec @jeanlassalle on aurait rien compris mais au moins on se serait marré #2017LeDébat #2017LeDebat ,2,2,2,1,1,0,0,2,1,-
65,RT @SteeveBriois: Le bilan de #Macron lorsqu'il était conseiller économique de François #Hollande a été catastrophique ! #Débat2017 #2017Le… ,2,2,2,0,1,0,Nan,2,0,Neu
66,RT @SteeveBriois: #Macron / #Hollande : même bilan ! Vous en revoulez pour 5 ans ? #Débat2017 #2017LeDébat ,2,2,2,1,1,1,Nan,2,1,Neu
67,"RT @jimmyfaitlcon: La vie d'ma mère j'vais les bomber , y m'connaissent pas putain je vais craquer... #2017LeDebat  ",1,2,1,1,1,1,0,1,1,1
68,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",2,2,2,0,0,0,0,2,0,0
69,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
70,RT @charlesjombart: .@MLP_officiel Le #handicap intéresse si peu les médias que c'est totalement passé inaperçu. #2017LeDebat ,2,2,2,0,0,0,0,2,0,0
71,"RT @charlesjombart: .@MLP_officiel Cet hiver , @MLP_officiel faisait le même parallèle honteux entre #sdf et #migrants. Elle ne fait qu'util… ",2,2,2,0,1,0,0,2,0,0
72,RT @charlesjombart: .@MLP_officiel La solidarité n'est pas une valeur à géométrie variable et @MLP_officiel n'utilise le #handicap qu'à des… ,2,2,2,0,0,0,1,2,0,-
73,"RT @charlesjombart: .@MLP_officiel Rappel , @MLP_officiel a corrélé le manque de moyens alloués au #handicap aux moyens jugés ""trop importan… ",0,2,0,0,0,0,0,1,0,0
74,RT @charlesjombart: Les #médias ne font que peu d'écho des propos scandaleux de @MLP_officiel concernant le #handicap lors du débat d'hier.… ,0,2,0,0,0,0,0,1,0,0
75,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
76,"RT @jimmyfaitlcon: Réglez ça en bras de fer , on va gagner du temps ! #2017LeDébat ",2,2,2,1,1,1,Nan,2,1,Neu
77,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
78,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
79,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
#2017LeDebat  #GrandDebat 
  ",2,2,2,0,0,1,1,2,0,-
80,RT @marouaneyounsi: En direct du QG de #MarineLePen qui cherche encore la feuille pour contrer #@EmmanuelMacron 😂 #2017ledebat #EnMarche #L… ,2,2,2,1,0,1,1,2,1,1
81,"RT @SteeveBriois: #Macron est apparu comme le candidat de Hollande , assumant le bilan de Hollande. Le changement ne viendra que de Marine !… ",2,2,2,1,0,0,1,2,0,-
82,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
83,"RT @Mushway: Marine Le Pen : Ridicule
Macron : Suceur de bite qui se place en victime
Bilan: Allez tous vous faire enculé #2017LeDébat #Gra… ",2,2,2,1,1,1,0,2,1,-
84,"RT @SteeveBriois: #Macron est apparu comme le candidat de Hollande , assumant le bilan de Hollande. Le changement ne viendra que de Marine !… ",2,2,2,1,0,0,1,2,0,-
85,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
86,RT @NuritFlorent: On va payer un kebab12 écus on va rien comprendre #2017LeDébat ,2,2,2,1,1,1,Nan,2,1,Neu
87,"RT @Axouuuul: Qui a parié avec Macron pour qu'il glisse  ""poudre de perlinpinpin"" dans le débat ? #2017LeDébat ",2,2,2,0,1,0,Nan,2,0,Neu
88,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,2,2,2,0,1,0,0,2,0,0
89,    #jevotepour #2017LeDebat #Presidentielle2017  #FranceInsoumise #insoumis  #Melenchon  #TF1 #LCI #BFMTV #franceinfo ,2,2,2,0,1,0,0,2,0,0
90,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",2,2,2,0,0,0,0,2,0,0
91,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
92,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
93,je m'en cache pas que je suis    …   #2017LeDebat #Presidentielle2017 #insoumis  #FranceInsoumise #jevotepour Marine ,2,2,2,0,0,1,0,2,0,0
94,RT @RemiGrx: Bon au final j'ai décidé ce que je vais faire pour le 2nd tour.. je vais revoter Mélenchon ! #2017LeDébat #RendezNousMelenchon ,2,2,2,0,1,0,0,2,0,0
95,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
96,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
97,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
98,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
99,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",2,2,2,0,0,0,0,2,0,0
100,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
#2017LeDebat  #GrandDebat 
  ",2,2,2,0,0,1,1,2,0,-
101,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
102,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
103,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
#2017LeDebat  #GrandDebat 
  ",2,2,2,0,0,1,1,2,0,-
104,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
105,Je viens d'apprendre que macron avais une oreillette ptdrrrr  #2017ledébat ,2,2,2,0,0,1,Nan,2,0,Neu
106,RT @Loudbich: Si ça c'est pas le regard de l'amour... ❤️ #2017leDebat ,2,2,2,0,0,0,1,2,0,-
107,"RT @Mushway: Marine lepen est qu'une raciste , antisemite , xenephobe , islamophobe et homophobe 🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿 #2017LeDebat ",2,2,2,0,0,1,0,2,0,0
108,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
109,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
110,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",2,2,2,0,0,0,0,2,0,0
111,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
112,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
113,"RT @AQuatennens: #2017LeDebat La politique liquéfiée ! Aucune vision , rien sur les grands défis écologiques , sociaux et démocratiques. #Ren… ",2,2,2,0,1,0,0,2,0,0
114,RT @AdelineNoirmain: Il manque quand même quelqu'un pour élever le débat ... @FrancoisFillon revenez ! #2017LeDebat ,2,2,2,0,1,0,0,2,0,0
115,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
#2017LeDebat  #GrandDebat 
  ",2,2,2,0,0,1,1,2,0,-
116,RT @AdelineNoirmain: Il manque quand même quelqu'un pour élever le débat ... @FrancoisFillon revenez ! #2017LeDebat ,2,2,2,0,1,0,0,2,0,0
117,Que faire ce dimanche ??  #2017LeDebat ,2,2,2,0,1,0,0,2,0,0
118,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
119,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
120,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
121,"RT @alex_slwk: La stratégie de Marine Le Pen est claire : faire du Trump. Tout dans la forme , rien dans le fond. #2017LeDébat ",2,2,2,0,0,0,Nan,2,0,Neu
122,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
123,RT @theo_masse: si Jean Lassalle avait ete à la place de MLP il aurait organisé tt ca autour d'un petit apéro et tout se serait mieux passé… ,2,2,2,0,0,0,0,2,0,0
124,RT @SteeveBriois: Le bilan de #Macron lorsqu'il était conseiller économique de François #Hollande a été catastrophique ! #Débat2017 #2017Le… ,2,2,2,0,1,0,Nan,2,0,Neu
125,RT @vofleury: Macron vient de montrer la voie à tous ceux qui luttent et lutteront contre le FN. 60 ans qu'on attendait ça. Bravo et merci.… ,2,2,2,1,1,1,Nan,2,1,Neu
126,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
127,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
128,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,2,2,2,0,1,0,0,2,0,0
129,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
130,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",2,2,2,0,0,0,0,2,0,0
131,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",2,2,2,0,0,0,0,2,0,0
132,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
133,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,2,2,2,0,1,0,0,2,0,0
134,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,2,2,2,0,1,0,0,2,0,0
135,"RT @AnonymeJodeler: C'est le moment Jean-Luc , montre toi !

#2017LeDebat  ",2,2,2,0,0,0,Nan,2,0,Neu
136,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
137,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
138,RT @SteeveBriois: #Macron / #Hollande : même bilan ! Vous en revoulez pour 5 ans ? #Débat2017 #2017LeDébat ,2,2,2,1,1,1,Nan,2,1,Neu
139,"RT @jimmyfaitlcon: La vie d'ma mère j'vais les bomber , y m'connaissent pas putain je vais craquer... #2017LeDebat  ",1,2,1,1,1,1,0,1,1,1
140,RT @SteeveBriois: Le bilan de #Macron lorsqu'il était conseiller économique de François #Hollande a été catastrophique ! #Débat2017 #2017Le… ,2,2,2,0,1,0,Nan,2,0,Neu
141,RT @SteeveBriois: Le bilan de #Macron lorsqu'il était conseiller économique de François #Hollande a été catastrophique ! #Débat2017 #2017Le… ,2,2,2,0,1,0,Nan,2,0,Neu
142,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",2,2,2,0,0,0,0,2,0,0
143,"RT @jimmyfaitlcon: -moi je suis proche des salariés
-nan c'est moi
-nan c'est pas vrai c'est moi
-menteur c'est moi
#2017LeDébat ",2,2,0,0,0,0,0,1,0,0
144,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
145,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
146,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,2,2,2,0,1,0,0,2,0,0
147,Ça aurait était shanmé 😂 @Cyrilhanouna @B_Castaldi #2017LeDebat #TPMP ,2,2,2,0,0,0,Nan,2,0,Neu
148,"RT @jimmyfaitlcon: -moi je suis proche des salariés
-nan c'est moi
-nan c'est pas vrai c'est moi
-menteur c'est moi
#2017LeDébat ",2,2,0,0,0,0,0,1,0,0
149,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
150,RT @LUC_AS_2: vivement 2022 qu'on élise un nouveau président  #2017LeDébat ,1,2,1,1,1,1,1,1,1,1
151,"RT @Siphano: MLP a peut être dediabolisé le FN , mais elle prouve ce soir qu'elle n'est pas capable de faire mieux qu'un débat de bistrot. #… ",2,2,2,0,0,0,1,2,0,-
152,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,2,2,2,0,1,0,0,2,0,0
153,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,2,2,2,0,1,0,0,2,0,0
154,RT @AdelineNoirmain: Il manque quand même quelqu'un pour élever le débat ... @FrancoisFillon revenez ! #2017LeDebat ,2,2,2,0,1,0,0,2,0,0
155,RT @AdelineNoirmain: Il manque quand même quelqu'un pour élever le débat ... @FrancoisFillon revenez ! #2017LeDebat ,2,2,2,0,1,0,0,2,0,0
156,RT @AdelineNoirmain: Il manque quand même quelqu'un pour élever le débat ... @FrancoisFillon revenez ! #2017LeDebat ,2,2,2,0,1,0,0,2,0,0
157,RT @AdelineNoirmain: Il manque quand même quelqu'un pour élever le débat ... @FrancoisFillon revenez ! #2017LeDebat ,2,2,2,0,1,0,0,2,0,0
158,"RT @AQuatennens: #2017LeDebat  Après un tel vide , une certitude : Quelle que soit l'issue , ça ne tiendra pas 5 ans. Tenons-nous prêts ! #Re… ",2,2,2,0,1,0,0,2,0,0
159,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
160,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
#2017LeDebat  #GrandDebat 
  ",2,2,2,0,0,1,1,2,0,-
161,"RT @Basta_Blanchart: Deux heures de débat pas un mot sur l'environnement , pourtant la grande urgence de demain. Consternant. Édifiant.  #20… ",2,2,2,0,0,1,0,2,0,0
162,RT @M2nimal: Le pen qui jette de la poudre de perlinpinpin #2017LeDebat ,2,2,2,0,0,1,Nan,2,0,Neu
163,"RT @moonlightloa: les journalistes ont une tolérance monstre , je les aurais claqué contre un mur perso :/ #2017LeDebat ",2,2,2,0,0,1,0,2,0,0
164,"RT @enmarchearras: #enmarche #macron #2017LeDebat Je suis pour la fin du numérus clausus , mais cela prendra 10 ans. On doit améliorer la pr… ",2,2,2,1,1,0,1,2,1,1
165,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
166,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
167,RT @clembnnt: Jurez on dirait pas qu'ils veulent BZ la ????? #2017LeDebat #Presidentielle2017 ,2,2,2,0,0,0,Nan,2,0,Neu
168,"RT @jimmyfaitlcon: La vie d'ma mère j'vais les bomber , y m'connaissent pas putain je vais craquer... #2017LeDebat  ",1,2,1,1,1,1,0,1,1,1
169,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
170,RT @Siphano: Macron est sacrément calé dans ce qu'il dit pour quelqu'un qui n'a soit disant pas de programme.. #2017LeDébat ,2,2,2,0,1,0,0,2,0,0
171,"RT @Siphano: MLP a peut être dediabolisé le FN , mais elle prouve ce soir qu'elle n'est pas capable de faire mieux qu'un débat de bistrot. #… ",2,2,2,0,0,0,1,2,0,-
172,"RT @SteeveBriois: #Macron est apparu comme le candidat de Hollande , assumant le bilan de Hollande. Le changement ne viendra que de Marine !… ",2,2,2,1,0,0,1,2,0,-
173,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",2,2,2,0,0,1,1,2,0,-
174,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,2,2,2,0,1,0,0,2,0,0
